"External ID","Бригада","Статус","Выполненные работы/Вид работ","Выполненный объем, м²","Начало смены","Операционное время по фактам работ, сек","Операционное время, ручная корректировка, ч","Event stock picking out count","Расход топлива/Оборудование/Отображаемое Имя","Выполненные работы/Контракт/Отображаемое Имя","Расход материалов/Контракт/Отображаемое Имя"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24555_7c78836a","Р04 Безсилко","Закрыта","Ручные","186.01","2024-04-09 21:00:00","0.0","0.0","1","","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24566_c575b2ba","У01 Богдан","Закрыта","Ручные","133.44","2024-04-09 21:00:00","0.0","0.0","5","Р02 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24606_a286ef85","У02 Назарук","Закрыта","Линейные","64.85","2024-04-09 21:00:00","578.981","0.160828","3","Контур 400 №5","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","JAC N120 АР 5957-1","",""
"","","","","","","","","","ГАЗель NEXT АР5699-1","",""
"","","","","","","","","","Контур 400 №5","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24587_08928442","П10 Валеев","Закрыта","Линейные","909.66","2024-04-10 05:07:00","0.0","0.0","1","Контур 700 ТПС (аренда) №054","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\"
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24576_c756eeaf","К01 Чурак","Закрыта","","0.0","2024-04-10 06:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24613_987c1252","П06 Алькин","Закрыта","","0.0","2024-04-10 07:00:00","0.0","0.0","0","Газель Next М398хр716","",""
"","","","","","","","","","Камаз P106CO716","",""
"","","","","","","","","","П06 Контур 1500 №4/866039048482690","",""
"","","","","","","","","","Камаз P106CO716","",""
"__export__.roadmark_mrp_shift_work_shift_24640_a009049c","П07 Расщибин","Закрыта","","0.0","2024-04-10 07:02:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24583_d83752b5","К10 Шелепов","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24593_2f0805a0","П04 Старикевич","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24585_6e271eca","П08 Латыев","Закрыта","Линейные","729.27","2024-04-10 08:00:00","0.0","0.0","1","П08 Вулкан 5000 №015/014","Крым-Магистраль \\2024\\","Крым-Магистраль \\2024\\"
"","","","","","","","","","П08 Воздуходувка","",""
"","","","","","","","","","П08 Контур 700 ТП №96/63АК1812","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","П08 Воздуходувка","",""
"__export__.roadmark_mrp_shift_work_shift_24653_24ca4caa","П09 Мартынюк","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","П01 МАЗ АМ 0041-1/865733029255734","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","П01 МАЗ АМ 0041-1/865733029255734","",""
"__export__.roadmark_mrp_shift_work_shift_24630_c1cacc16","П16 Колотилин","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24622_75206c38","Р14 Порошин","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24712_f8d7f122","Т01 Гранкин (Тычковочная)","Закрыта","","0.0","2024-04-10 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24571_4436c484","К03 Медведь","Закрыта","","0.0","2024-04-10 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24569_0a8868c4","К05 Наумчик","Открыта","","0.0","2024-04-10 08:38:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24686_437bb0bc","Д01 Жолнерук","Закрыта","","0.0","2024-04-10 09:00:00","0.0","0.0","0","Д01 MAN АН 8499-1 (демаркиратор)","",""
"","","","","","","","","","Р07 HYUNDAI HD78 AI 1782-1/357322047475659","",""
"","","","","","","","","","Д01 MAN АН 8499-1 (демаркиратор)","",""
"","","","","","","","","","Р07 HYUNDAI HD78 AI 1782-1/357322047475659","",""
"__export__.roadmark_mrp_shift_work_shift_24597_08e54f89","К06 Камалов_","Закрыта","","0.0","2024-04-10 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24607_47babd8d","К09 Сухонь","Закрыта","Линейные","520.53","2024-04-10 09:00:00","3448.138","0.0","2","К04 Шмель 12  №41 АМ 9692-1/866104029819573","г.Малорита \\2024\\","г.Малорита \\2024\\"
"","","","","","","","","","","","г.Малорита \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24578_3deb498f","П13 Омелянчук","Закрыта","","0.0","2024-04-10 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24598_42df77c2","Р01 Бочкарёв","Закрыта","Ручные","69.2","2024-04-10 09:00:00","0.0","0.0","3","Р01 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24634_e0acbbbe","Р06 Христик","Закрыта","","0.0","2024-04-10 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24655_039231fb","Р13 Пиявка","Закрыта","Ручные","3.72","2024-04-10 09:00:00","0.0","0.0","2","Воздуходувка GB-26","Вектор Крым \\2024\\","Вектор Крым \\2024\\"
"","","","","","","","","","Р13 Генератор ресанта БГ4000Р","",""
"","","","","","","","","","","","Вектор Крым \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24588_46b63914","Р19 Старикевич АА","Закрыта","Ручные","231.20000000000002","2024-04-10 09:00:00","0.0","0.0","2","Р05 LineLazer НОВЫЙ","Каменецкое ЖКХ \\2024\\","Каменецкое ЖКХ \\2024\\"
"","","","","","","","","","Р05 LineLazer НОВЫЙ","",""
"","","","","","","","","","Р02 HYUNDAI АМ6919-1/357322047528085","",""
"","","","","","","","","","","","Каменецкое ЖКХ \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24609_8604dde9","У02 Назарук","Закрыта","Линейные","0.0","2024-04-10 10:00:00","0.0","0.08168","2","","Брест ( Для затрат)","Брест ( Для затрат)"
"","","","","","","","","","","","Брест ( Для затрат)"
"__export__.roadmark_mrp_shift_work_shift_24586_6233ffa0","Р05 Шумик","Закрыта","Ручные","224.8","2024-04-10 10:30:00","0.0","0.0","1","Р05 LineLazer","г.Малорита \\2024\\","г.Малорита \\2024\\"
"","","","","","","","","","Р05 воздуходувка","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"__export__.roadmark_mrp_shift_work_shift_24591_569628c1","Р17 Северенюк Д","Закрыта","","0.0","2024-04-10 12:31:00","0.0","0.0","0","Р03 ГАЗ NEXT АН 7652-1 (новый)","",""
"","","","","","","","","","Р03 ГАЗ NEXT АН 7652-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24599_bfdc8bae","У01 Богдан","Закрыта","Ручные","165.6","2024-04-10 19:00:00","0.0","0.0","5","Р02 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24608_e7e1b05c","Р16 Симинский","Закрыта","Ручные","74.4","2024-04-10 19:24:00","0.0","0.0","1","К03 Бензогенератор","Белгород 30млн. \\2024\\","Белгород 30млн. \\2024\\"
"","","","Ручные","","","","","","","Белгород 30млн. \\2024\\",""
"","","","","","","","","","К05 ГАЗ NEXT АР 0414-1 (новый)","",""
"","","","","","","","","","К05 ГАЗ NEXT АР 0414-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24628_b955869d","П12 Крым","Закрыта","Линейные","222.48000000000002","2024-04-10 20:00:00","5096.198","0.0","1","П02 Генератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"","","","","","","","","","П02 МАЗ АМ 2272-1/868324026404942","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"__export__.roadmark_mrp_shift_work_shift_24595_1283426e","Р04 Безсилко","Закрыта","Ручные","139.56","2024-04-10 20:00:00","0.0","0.0","1","","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"__export__.roadmark_mrp_shift_work_shift_24594_749ef4b8","Р18 Челлура","Закрыта","Ручные","139.56","2024-04-10 20:00:00","0.0","0.0","5","К05 LineLazer НОВЫЙ","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","","","","","","","Газель Next AP 9207-1","",""
"","","","","","","","","","К05 LineLazer НОВЫЙ","",""
"","","","","","","","","","","","г. Борисов (УП Жильё) \\2024\\"
"","","","","","","","","","","","г. Борисов (УП Жильё) \\2024\\"
"","","","","","","","","","","","г. Борисов (УП Жильё) \\2024\\"
"","","","","","","","","","","","г. Борисов (УП Жильё) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24592_58963e3b","К08 Семашко","Закрыта","Ручные","318.72","2024-04-10 21:00:00","0.0","0.0","2","К01 Шмель 12А  АМ 4366-1 (аренда)","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24638_b9f01f70","П10 Валеев","Закрыта","Линейные","321.64","2024-04-11 05:15:00","0.0","0.0","1","Контур 700 ТПС (аренда) №054","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\"
"","","","Ручные","","","","","","","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24644_84dd90d5","К01 Чурак","Закрыта","","0.0","2024-04-11 06:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24660_ff493f4c","П06 Алькин","Закрыта","","0.0","2024-04-11 07:00:00","0.0","0.0","0","П06 Электростанция","",""
"","","","","","","","","","П06 Контур 1500 №4/866039048482690","",""
"","","","","","","","","","Газель Next М398хр716","",""
"","","","","","","","","","П06 Электростанция","",""
"","","","","","","","","","П06 воздуходувка","",""
"","","","","","","","","","Газель Next М398хр716","",""
"__export__.roadmark_mrp_shift_work_shift_24641_bcb0bfd7","П07 Расщибин","Закрыта","","0.0","2024-04-11 07:03:00","0.0","0.0","0","Газель Next M422XP-716","",""
"__export__.roadmark_mrp_shift_work_shift_24615_aefc1a65","К10 Шелепов","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24632_8c580e31","П04 Старикевич","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24654_bc4e0d4b","П09 Мартынюк","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","П01 МАЗ АМ 0041-1/865733029255734","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","П01 МАЗ АМ 0041-1/865733029255734","",""
"__export__.roadmark_mrp_shift_work_shift_24627_af153302","П16 Колотилин","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24618_6fcb08b5","Р12 Симоненков","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24713_7a99b2f0","Т01 Гранкин (Тычковочная)","Закрыта","","0.0","2024-04-11 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24610_478131c0","У02 Назарук","Открыта","","0.0","2024-04-11 08:00:00","0.0","0.644035","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24600_f12b9eea","К03 Медведь","Закрыта","","0.0","2024-04-11 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24658_5a9ae89a","К09 Сухонь","Закрыта","Линейные","969.8100000000001","2024-04-11 08:58:00","6484.434","0.0","1","К04 Шмель 12  №41 АМ 9692-1/866104029819573","г.Малорита \\2024\\","г.Малорита \\2024\\"
"","","","","","","","","","К04 Шмель 12  №41 АМ 9692-1/866104029819573","",""
"__export__.roadmark_mrp_shift_work_shift_24667_1c0a08fd","К06 Камалов_","Закрыта","","0.0","2024-04-11 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24650_5051e607","П08 Латыев","Закрыта","Линейные","66.0","2024-04-11 09:00:00","0.0","0.0","1","П08 Контур 700 ТП №96/63АК1812","Крым-Магистраль \\2024\\","Крым-Магистраль \\2024\\"
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"__export__.roadmark_mrp_shift_work_shift_24616_bbdd8787","П13 Омелянчук","Закрыта","","0.0","2024-04-11 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24635_d9844b9c","Р06 Христик","Закрыта","","0.0","2024-04-11 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24656_ee1e2e45","Р13 Пиявка","Закрыта","","0.0","2024-04-11 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24642_658c169c","Р19 Старикевич АА","Закрыта","Ручные","273.6","2024-04-11 09:00:00","0.0","0.0","2","Р06 Воздуходувка Штиль","Каменецкое ЖКХ \\2024\\","Каменецкое ЖКХ \\2024\\"
"","","","","","","","","","Р05 LineLazer НОВЫЙ","",""
"","","","","","","","","","Р02 HYUNDAI АМ6919-1/357322047528085","",""
"","","","","","","","","","","","Каменецкое ЖКХ \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24643_7b0804b6","Р05 Шумик","Закрыта","Ручные","204.44","2024-04-11 09:30:00","0.0","0.0","1","Р05 LineLazer","г.Малорита \\2024\\","г.Малорита \\2024\\"
"","","","","","","","","","Р05 воздуходувка","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"","","","","","","","","","Р05 LineLazer","",""
"","","","","","","","","","Р05 воздуходувка","",""
"__export__.roadmark_mrp_shift_work_shift_24590_8ac3809e","Р17 Северенюк Д","Закрыта","","0.0","2024-04-11 10:00:00","0.0","0.0","0","Р03 ГАЗ NEXT АН 7652-1 (новый)","",""
"","","","","","","","","","Р03 ГАЗ NEXT АН 7652-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24687_f03303dd","Д01 Жолнерук","Закрыта","Демаркировка","170.0","2024-04-11 15:00:00","0.0","0.0","0","Д01 MAN АН 8499-1 (демаркиратор)","Белгород 30млн. \\2024\\",""
"","","","Демаркировка","","","","","","","Белгород 30млн. \\2024\\",""
"","","","","","","","","","Р07 HYUNDAI HD78 AI 1782-1/357322047475659","",""
"__export__.roadmark_mrp_shift_work_shift_24631_9fa222d0","Р18 Челлура","Закрыта","Ручные","191.5","2024-04-11 17:00:00","0.0","0.0","1","К05 LineLazer НОВЫЙ","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","","","","","","","Газель Next AP 9207-1","",""
"","","","","","","","","","К05 LineLazer НОВЫЙ","",""
"__export__.roadmark_mrp_shift_work_shift_24659_79240d44","У01 Богдан","Закрыта","Ручные","93.44","2024-04-11 19:00:00","0.0","0.0","4","Р02 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24665_6213e537","П12 Крым","Закрыта","Линейные","184.19","2024-04-11 20:00:00","2911.906","0.0","1","Контур 650 ХПЭ №37","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","П02 Генератор","",""
"","","","","","","","","","П02 МАЗ АМ 2272-1/868324026404942","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"__export__.roadmark_mrp_shift_work_shift_24646_5ad291a8","Р04 Безсилко","Завершена","Ручные","134.18","2024-04-11 20:00:00","0.0","0.0","2","","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"","","","","","","","","","","","г. Борисов (УП Жильё) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24652_9208faa0","Р17 Северенюк Д","Закрыта","Ручные","157.61","2024-04-11 20:00:00","0.0","0.0","2","Р03 ГАЗ NEXT АН 7652-1 (новый)","Белгород 30млн. \\2024\\","Белгород 30млн. \\2024\\"
"","","","Ручные","","","","","","","Белгород 30млн. \\2024\\",""
"","","","","","","","","","","","Белгород 30млн. \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24645_cc86b8cb","Р16 Симинский","Закрыта","Ручные","138.6","2024-04-11 20:18:00","0.0","0.0","1","К03 Бензогенератор","Белгород 30млн. \\2024\\","Белгород 30млн. \\2024\\"
"","","","Ручные","","","","","","","Белгород 30млн. \\2024\\",""
"","","","","","","","","","К05 ГАЗ NEXT АР 0414-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24649_23b244c9","К08 Семашко","Закрыта","Ручные","256.47","2024-04-11 21:00:00","1491.597","0.0","2","К01 Шмель 12А  АМ 4366-1 (аренда)","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","Линейные","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\",""
"","","","","","","","","","К01 Шмель 12А  АМ 4366-1 (аренда)","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24692_98b94b32","Р01 Бочкарёв","Закрыта","Ручные","164.76","2024-04-11 21:00:00","0.0","0.0","3","Р01 LineLazer 200","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","Р01 LineLazer 200","",""
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24674_ce516a3d","П10 Валеев","Закрыта","Линейные","688.65","2024-04-12 05:10:00","0.0","0.0","1","Контур 700 ТПС (аренда) №054","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\"
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24657_108ca37d","К01 Чурак","Закрыта","","0.0","2024-04-12 06:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24664_a762b95e","П06 Алькин","Закрыта","Линейные","374.26","2024-04-12 07:00:00","0.0","0.0","1","П06 Контур 1500 №4/866039048482690","ПСК Восточный обход г. Астрахани//2024//","ПСК Восточный обход г. Астрахани//2024//"
"","","","","","","","","","П06 Электростанция","",""
"","","","","","","","","","П06 воздуходувка","",""
"","","","","","","","","","Камаз P106CO716","",""
"","","","","","","","","","Газель Next М398хр716","",""
"","","","","","","","","","Газель Next М398хр716","",""
"","","","","","","","","","Камаз P106CO716","",""
"__export__.roadmark_mrp_shift_work_shift_24668_be06d516","К06 Камалов_","Закрыта","","0.0","2024-04-12 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24671_9fcdfa03","П04 Старикевич","Закрыта","","0.0","2024-04-12 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24678_fcfea735","П09 Мартынюк","Закрыта","","0.0","2024-04-12 08:00:00","0.0","0.0","0","П01 МАЗ АМ 0041-1/865733029255734","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"__export__.roadmark_mrp_shift_work_shift_24666_17fcf618","П16 Колотилин","Закрыта","","0.0","2024-04-12 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24683_b4a3390e","Р12 Симоненков","Закрыта","","0.0","2024-04-12 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24672_312fb0e3","П07 Расщибин","Закрыта","Ручные","24.0","2024-04-12 08:17:00","0.0","0.0","1","Р14 Генератор Макита","Вектор Крым \\2024\\","Вектор Крым \\2024\\"
"","","","","","","","","","Р14 Воздуходувка Штиль","",""
"","","","","","","","","","Газель Next M422XP-716","",""
"","","","","","","","","","Р14 Генератор Макита","",""
"","","","","","","","","","Р14 Генератор Макита","",""
"","","","","","","","","","Р14 Воздуходувка Штиль","",""
"","","","","","","","","","Газель Next M422XP-716","",""
"__export__.roadmark_mrp_shift_work_shift_24651_573dfc9c","К03 Медведь","Закрыта","","0.0","2024-04-12 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24703_6f3f9b28","К09 Сухонь","Закрыта","","0.0","2024-04-12 08:34:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24675_9bb500f6","П08 Латыев","Закрыта","","0.0","2024-04-12 09:00:00","0.0","0.0","0","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"__export__.roadmark_mrp_shift_work_shift_24680_4d3fbc2d","Р13 Пиявка","Закрыта","","0.0","2024-04-12 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24669_d75e646d","Р19 Старикевич АА","Закрыта","Ручные","38.25","2024-04-12 09:00:00","0.0","0.0","1","Р06 Воздуходувка Штиль","Стоянка ГСКБ \\2024\\","Стоянка ГСКБ \\2024\\"
"","","","","","","","","","Р05 LineLazer НОВЫЙ","",""
"","","","","","","","","","Р02 HYUNDAI АМ6919-1/357322047528085","",""
"__export__.roadmark_mrp_shift_work_shift_24661_3f2f55d7","П13 Омелянчук","Закрыта","","0.0","2024-04-12 09:09:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24673_9c1959dc","Р05 Шумик","Закрыта","Ручные","259.84000000000003","2024-04-12 10:00:00","0.0","0.0","1","Р05 LineLazer","г.Малорита \\2024\\","г.Малорита \\2024\\"
"","","","","","","","","","Р05 воздуходувка","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
